class,sex,age,service,stop,npay,avg_bill,A_bill,B_bill,termination
G,M,32.0,1,N,N,15562.7333,0.0,15075.518,N
D,F,12.0,1,N,N,5244.9,786.735,3800.851,N
E,F,69.0,1,N,N,2700.0,0.0,2502.0,N
D,F,55.0,1,N,N,9289.0,1393.35,6850.8,N
D,M,37.0,0,N,N,12641.8,3792.54,7585.08,Y
F,M,25.0,1,N,N,11598.2,0.0,11400.2,N
F,F,40.0,1,N,N,11049.0,0.0,10851.0,N
D,M,27.0,1,N,N,5949.0666,0.0,5751.0666,N
E,M,27.0,1,N,N,10914.6,1637.19,5774.7334,N
C,F,76.0,1,N,Y,1864.5,1721.0001,0.0,N
F,M,48.0,2,N,N,23410.0333,3511.504995,12068.6817,N
G,F,31.0,1,N,N,14039.5334,2105.93001,6582.1,N
C,M,62.0,1,N,N,1806.8001,1323.2001,0.0,N
D,M,57.0,1,N,N,10491.6,1573.74,4546.8,N
D,F,60.0,1,N,N,12731.76982,0.0,11574.3362,N
G,M,24.0,1,N,N,49606.0,7440.9,8270.0366,N
E,M,54.0,0,N,N,7129.0,2138.7,4277.4,Y
D,M,62.0,1,N,N,16358.0,2453.7,7600.2,N
G,F,19.0,1,N,N,10826.6,1623.99,7809.6,N
G,M,25.0,1,N,N,14549.2667,0.0,11810.7,N
C,M,56.0,2,N,N,2452.26674,2229.3334,0.0,N
G,F,35.0,1,N,N,11414.6,0.0,11007.484,N
G,M,49.0,1,N,N,7280.0,0.0,7082.0,N
G,F,43.0,1,N,N,17982.05112,0.0,16347.3192,N
D,M,55.0,1,N,N,23451.1333,3517.669995,9749.872,N
D,F,49.0,1,N,N,6336.8666,0.0,6138.8666,N
G,F,40.0,1,N,N,14805.4,2220.81,6074.6,N
F,M,38.0,4,N,N,18835.2,5744.5334,0.0,N
E,M,22.0,1,N,N,17075.7334,2561.36001,8013.7334,N
D,M,24.0,0,N,Y,3789.0,1136.7,2273.4,Y
E,F,45.0,1,N,N,8081.9334,2092.8,4849.16004,N
G,M,53.0,5,Y,N,13550.6667,2029.2,9328.52,N
G,M,55.0,1,N,N,10395.2,0.0,9409.2,N
D,M,19.0,1,N,N,18630.0666,2794.50999,7680.6666,N
G,M,44.0,2,N,N,17569.0,2635.35,14007.297,N
D,F,30.0,1,N,N,5472.6,0.0,5274.6,N
C,F,93.0,1,N,Y,300.9,3.0,180.54,N
G,F,22.0,1,N,N,11743.6,0.0,11545.6,N
C,M,59.0,2,N,N,2771.0001,2718.0,0.0,N
F,M,51.0,11,N,N,18356.4666,13531.9998,0.0,N
C,F,81.0,1,N,N,2535.3999,2459.0001,0.0,N
C,M,64.0,1,N,N,1947.3,1812.0,0.0,N
F,F,71.0,1,N,N,13186.6666,1787.4,7911.99996,N
C,F,73.0,1,N,N,1875.3999,1733.0001,0.0,N
C,M,89.0,1,N,Y,1467.9999,1284.0,0.0,N
C,M,69.0,1,N,N,2423.7,2238.5001,0.0,N
D,M,29.0,3,N,N,4599.4666,0.0,4418.4,N
G,F,51.0,2,N,N,15906.9334,2100.0,8441.4,N
G,M,25.0,1,N,N,15117.83438,0.0,13743.4858,N
E,M,33.0,1,N,N,18260.0,2739.0,7634.3166,N
E,F,22.0,1,N,N,42615.5667,6392.335005,7110.4614,N
D,F,49.0,3,N,N,6465.35989,2275.5999,3602.0,N
G,M,28.0,1,N,N,16007.0667,2401.060005,9410.2292,N
E,M,58.0,1,N,N,11994.4,2706.0,7196.64,N
G,F,23.0,1,N,N,18196.0,2729.4,7196.52,N
C,F,66.0,1,N,N,8386.5334,1656.9999,5031.92004,N
E,F,55.0,1,N,N,9165.4,1862.7,5499.24,N
D,M,49.0,1,N,N,9596.2666,1439.43999,4340.6,N
G,F,68.0,1,N,N,6997.4666,0.0,6272.8666,N
H,F,45.0,1,N,N,10203.5,1530.525,7336.2666,N
G,F,23.0,1,N,N,11806.5334,1770.98001,9409.4,N
D,F,12.0,1,N,N,9228.0,1384.2,4501.6,N
D,F,27.0,1,N,N,15047.59894,0.0,13679.6354,N
C,M,31.0,1,N,N,300.0,90.0,180.0,Y
G,M,55.0,1,N,N,9025.6,1353.84,3207.0,N
G,M,57.0,2,N,N,18885.8,0.0,18434.0666,N
C,F,43.0,1,N,Y,2330.1,2220.6,0.0,N
E,F,39.0,1,N,N,6120.0,0.0,5922.0,N
E,F,30.0,1,N,N,10276.4666,1541.46999,4877.8,N
G,M,45.0,1,N,N,14315.8333,2147.374995,8666.2,N
C,M,24.0,0,N,Y,9441.2,2832.36,5664.72,Y
D,M,16.0,0,N,N,2180.0,654.0,1308.0,Y
E,F,57.0,1,N,N,10201.0,1530.15,5251.6,N
D,M,61.0,1,N,N,6359.4666,2666.1,0.0,N
E,F,29.0,1,N,Y,11354.6666,1703.19999,5642.0,N
G,F,22.0,2,N,N,18496.39,0.0,16814.9,N
C,M,39.0,0,N,N,15104.27204,0.0,13731.1564,N
C,F,48.0,0,N,Y,15889.3334,4766.80002,9533.60004,Y
G,F,26.0,2,N,N,17284.4,2592.66,3550.0,N
E,M,58.0,1,N,N,19281.6,2892.24,10001.4,N
C,M,88.0,1,N,N,2024.6001,1892.9001,0.0,N
D,M,16.0,1,N,N,6141.2666,0.0,5938.8334,N
C,F,44.0,1,N,N,2225.4666,2189.4,0.0,N
E,M,34.0,1,N,N,11184.6666,1677.69999,6962.9646,N
D,F,18.0,1,N,N,10566.7,1585.005,7075.013,N
C,M,65.0,1,N,N,2318.1999,2220.0,0.0,N
E,M,72.0,0,N,N,12138.8666,1698.0,2926.5,N
C,M,71.0,1,N,N,2110.8,1695.0,0.0,N
C,F,7.0,1,N,N,2334.6,0.0,2037.6,N
E,F,56.0,2,N,N,9256.3334,1388.45001,6238.3414,N
D,M,57.0,2,N,N,4904.6666,324.0,4510.4666,N
D,F,50.0,1,N,N,9770.3334,1465.55001,5255.0666,N
D,F,41.0,1,N,N,5706.0666,2519.4,0.0,N
D,M,30.0,2,N,N,7110.84,0.0,6464.4,N
C,F,51.0,1,N,N,2585.2,2023.8,0.0,N
E,F,46.0,0,N,N,10995.1334,3298.54002,6597.08004,Y
G,F,53.0,2,N,N,17654.6667,2648.200005,8340.9504,N
D,M,18.0,1,N,Y,8527.4,0.0,8167.4,N
C,F,70.0,1,N,N,2976.9999,0.0,2662.4001,N
D,F,25.0,1,N,N,9635.1334,1445.27001,2769.0,N
C,M,92.0,1,N,N,2077.2999,1955.0001,0.0,N
E,M,22.0,1,N,N,9441.9334,0.0,8919.504,N
G,M,46.0,1,N,N,17165.6667,2574.850005,8258.2,N
G,F,32.0,2,N,N,13778.2,2066.73,10136.6,N
G,F,62.0,1,N,Y,16657.3143,0.0,15143.013,N
C,M,81.0,2,N,N,5725.86674,2223.3334,2982.0,N
G,M,37.0,2,N,N,20537.16566,0.0,18670.1506,N
C,F,72.0,1,N,N,1230.0,1023.0,0.0,N
G,M,62.0,1,N,N,18445.7334,2766.86001,7881.2,N
G,F,15.0,1,N,N,15917.0,2387.55,8433.9222,N
D,M,65.0,2,N,N,15603.6,1142.7999,5181.6,N
C,F,68.0,3,N,N,4738.2666,3909.7334,0.0,N
C,M,14.0,1,N,N,5551.2,832.68,3164.0,N
D,M,41.0,0,N,Y,8104.0,2431.2,4862.4,Y
C,M,83.0,1,N,N,2525.4,2151.0,0.0,N
C,F,61.0,1,N,N,300.0,90.0,180.0,Y
C,M,65.0,1,N,Y,2402.6001,2292.3334,0.0,N
E,M,53.0,2,N,N,12853.1334,1702.2,1545.7119,N
D,M,66.0,2,N,N,7497.60011,1454.0001,5362.0,N
D,F,52.0,1,N,N,8278.7334,1814.0001,4967.24004,N
E,M,52.0,2,N,N,14005.4,329.1,7002.0,N
D,F,11.0,1,N,N,8559.2,1283.88,6008.8,N
F,M,43.0,1,N,N,17959.3334,2693.90001,8983.8,N
F,M,63.0,5,N,N,12636.06674,2324.8,9162.5334,N
C,M,48.0,1,N,N,1486.2,1305.0,0.0,N
D,M,71.0,3,N,N,7053.64011,1874.0001,4538.4,N
D,M,11.0,1,N,N,4872.8,0.0,4674.8,N
F,M,22.0,1,N,N,43231.9333,0.0,36054.4667,N
C,F,83.0,1,N,N,1404.5001,1215.0,0.0,N
C,M,46.0,2,N,N,12978.1334,2107.4666,7786.88004,N
G,M,40.0,2,Y,N,15472.9333,0.0,13525.6,N
E,F,25.0,1,N,N,7200.0,0.0,7002.0,N
C,M,79.0,1,N,N,1235.4999,1029.0,0.0,N
E,M,33.0,1,N,N,6880.0,0.0,6682.0,N
D,M,35.0,1,Y,Y,1484.7,222.705,1137.6999,N
F,M,67.0,2,N,Y,13970.8666,477.2001,4375.9334,N
D,M,53.0,2,N,N,4200.0,0.0,4002.0,N
E,M,52.0,1,N,N,8850.8,1256.7,5310.48,N
D,F,42.0,0,N,N,6080.0,1824.0,3648.0,Y
G,M,21.0,1,N,N,11458.9667,0.0,9510.0666,N
G,M,39.0,1,N,Y,17821.0,2673.15,13314.5998,N
G,M,46.0,3,N,N,16196.84,2140.0,12584.4,N
E,M,65.0,1,N,N,11637.2666,1745.58999,6384.6666,N
G,F,50.0,2,N,N,11961.8,1794.27,6162.9,N
C,F,69.0,1,N,N,2200.0,0.0,2002.0,N
G,F,18.0,1,N,N,12690.4,0.0,11552.4,N
D,F,55.0,1,N,N,4889.0666,0.0,4681.7334,N
C,M,65.0,1,N,N,1490.7999,1310.0001,0.0,N
C,M,60.0,0,N,Y,2970.8,891.24,1782.48,Y
E,F,57.0,1,N,N,7559.4,0.0,7000.7334,N
C,M,26.0,1,N,Y,309.0999,15.0,185.45994,N
D,M,57.0,1,N,N,5355.2,974.4,3213.12,N
D,F,74.0,1,N,N,1843.8,1698.0,0.0,N
C,M,53.0,1,N,N,2667.61011,2425.1001,0.0,N
D,M,37.0,2,N,N,6710.2666,2823.3,250.7865,N
G,M,53.0,1,N,N,11848.8666,1777.32999,4785.1334,N
C,F,52.0,1,N,N,2338.1334,0.0,2140.1334,N
G,M,51.0,1,N,Y,12000.92674,0.0,10909.9334,N
D,M,65.0,0,N,N,14223.6,4267.08,8534.16,Y
E,F,72.0,1,N,N,10203.6666,0.0,10005.6666,N
E,F,71.0,1,N,N,10228.3334,1534.25001,2947.5999,N
C,F,41.0,0,N,N,7654.5334,2296.36002,4592.72004,Y
D,F,50.0,1,N,N,6079.6,0.0,5281.0848,N
E,F,79.0,1,N,N,8012.7334,0.0,7767.6666,N
D,M,64.0,0,N,N,4169.0,1250.7,2501.4,Y
E,M,58.0,1,N,N,8383.6666,1257.54999,4815.8334,N
C,M,85.0,1,N,Y,2864.2,1881.8001,0.0,N
D,F,38.0,1,N,N,7224.4,1083.66,565.5,N
H,F,25.0,3,N,Y,70731.1333,10609.67,13209.3167,N
C,F,27.0,0,N,N,4235.6666,1270.69998,2541.39996,Y
F,M,26.0,1,N,N,16064.6666,2409.69999,12639.9534,N
C,F,42.0,1,N,Y,2998.1001,327.9999,1798.86006,N
E,M,54.0,2,N,N,8597.6,3740.5334,0.0,N
C,F,9.0,1,N,Y,2660.0,0.0,2300.6666,N
G,F,56.0,2,N,N,20895.49,1112.1,17883.8,N
C,M,13.0,1,N,N,8417.6666,1262.64999,2451.0666,N
D,F,67.0,1,N,N,8994.0,1349.1,2257.3334,N
D,M,79.0,1,N,N,1845.6,1700.0001,0.0,N
C,M,64.0,1,N,N,5262.0,789.3,2724.9,N
D,F,43.0,1,N,N,13944.6666,2091.69999,6741.3466,N
D,F,69.0,2,N,Y,8282.9334,2960.1,0.0,N
G,M,29.0,2,N,N,10602.2667,330.0,7410.0,N
D,F,54.0,1,N,N,6590.3334,2219.6001,0.0,N
D,M,14.0,1,N,N,6510.7334,976.61001,3780.2,N
G,M,33.0,1,N,N,17097.5334,2564.63001,8121.1334,N
C,F,49.0,2,N,N,4082.98011,1508.0001,2203.8,N
D,M,10.0,1,N,N,3380.2,507.03,2701.967,N
C,F,76.0,1,N,N,1493.6001,1313.0001,0.0,N
C,F,11.0,1,N,N,2300.0,0.0,2102.0,N
C,F,64.0,1,N,N,4675.2,0.0,4477.2,N
G,M,31.0,1,N,N,12178.0,1826.7,9080.6,N
F,M,34.0,1,N,Y,14640.0,2196.0,11141.2,N
G,F,53.0,1,N,N,9301.8,0.0,9081.4666,N
C,M,32.0,1,N,Y,3115.42011,0.0,2832.2001,N
D,M,48.0,1,N,N,2200.0,0.0,2002.0,N
C,M,75.0,1,N,N,2047.3334,2032.0,0.0,N
C,M,62.0,2,N,N,3360.13326,3054.6666,0.0,N
D,F,20.0,1,N,N,16151.6,2422.74,5587.6388,N
D,M,62.0,1,N,N,6255.0666,0.0,5977.3334,N
F,F,19.0,1,N,N,13144.4,1971.66,6530.9334,N
C,M,72.0,1,N,N,2321.7,2223.9999,0.0,N
C,F,62.0,0,N,N,2949.7334,2240.4,0.0,N
D,F,68.0,2,N,N,7303.6,325.2,2403.0,N
C,M,14.0,1,N,N,4500.0,0.0,3802.0,N
D,M,47.0,1,N,N,5803.6666,2712.0,0.0,N
C,F,29.0,1,N,N,8884.8666,4060.6666,0.0,N
G,M,38.0,1,N,N,13729.0,2059.35,6331.0,N
C,F,25.0,3,N,N,15877.4176,0.0,14434.016,N
G,M,72.0,3,N,N,8367.9334,0.0,8161.0666,N
G,M,26.0,1,N,N,12355.2,0.0,10036.8,N
F,M,50.0,1,N,N,16453.7333,2468.059995,8640.0666,N
G,F,55.0,2,N,N,15632.1334,2344.82001,6208.4,N
G,M,48.0,1,N,N,10288.9,0.0,10006.284,N
G,F,24.0,1,N,N,10467.3333,1570.099995,7382.4334,N
E,F,39.0,1,N,N,11126.0,1668.9,6683.0,N
G,F,64.0,1,N,N,23534.3,3530.145,14731.2,N
G,M,38.0,4,N,N,17001.0333,3143.0668,8859.284,N
D,F,70.0,1,N,N,4889.3334,0.0,4202.0,N
E,F,47.0,1,N,N,14630.4666,937.419,8778.27996,N
E,M,58.0,1,N,Y,12547.2666,1882.08999,6001.0666,N
D,M,71.0,1,N,N,17253.4,2588.01,5799.4802,N
G,M,52.0,2,N,N,15647.0,2347.05,10155.592,N
C,M,50.0,1,N,N,1868.7999,1725.6,0.0,N
E,M,58.0,1,N,Y,14414.7334,2162.21001,8946.3334,N
G,F,38.0,2,N,N,22393.4333,3359.014995,16591.4132,N
D,F,40.0,1,N,N,7469.4666,1120.41999,5964.0306,N
E,F,57.0,1,N,N,7180.0,0.0,6982.0,N
D,F,52.0,1,N,N,7089.5334,0.0,5914.4666,N
G,F,38.0,1,N,N,10808.4666,1621.26999,5116.5334,N
E,F,60.0,1,N,N,14743.2333,2211.484995,5410.1666,N
G,F,56.0,2,N,N,11030.7333,693.0,6851.0666,N
C,F,46.0,2,N,N,4125.4666,1717.2999,2002.0,N
C,M,80.0,1,N,N,1188.9,978.0,0.0,N
D,M,38.0,1,N,N,9251.0,276.3,5550.6,N
G,M,36.0,1,N,N,18633.8666,2795.07999,8436.72,N
E,M,54.0,2,N,N,10349.0,2184.4998,6209.4,N
E,F,56.0,1,N,N,10615.7334,1592.36001,6683.1334,N
E,M,55.0,2,N,N,12267.7334,276.0,6601.2666,N
E,M,48.0,1,N,N,16274.0,2441.1,6857.0166,N
C,M,67.0,1,N,N,599.1,89.865,81.15,N
C,F,54.0,0,N,N,7488.2,2246.46,4492.92,Y
G,M,60.0,1,N,N,10108.4333,0.0,9565.3814,N
D,F,64.0,1,N,N,6036.2666,324.0,3621.75996,N
G,F,25.0,2,N,Y,19673.5334,2951.03001,6978.9334,N
E,M,83.0,0,N,N,4865.8,1459.74,2919.48,Y
F,F,34.0,1,N,N,12885.3333,1932.799995,8647.8666,N
D,M,38.0,1,N,N,12784.4666,0.0,11877.6666,N
G,M,58.0,2,N,N,15090.09337,1172.6001,12545.6666,N
G,M,47.0,2,N,Y,19309.7,0.0,17894.9334,N
D,M,17.0,1,N,N,5309.2,0.0,5111.2,N
H,M,55.0,2,N,N,13104.9,1965.735,9092.2,N
D,F,49.0,1,N,N,6714.6,0.0,6376.608,N
F,F,63.0,2,N,N,14862.8,660.0,6206.3334,N
G,M,37.0,1,N,Y,17097.3334,2564.60001,8498.4,N
D,F,77.0,1,N,Y,6215.8,0.0,5982.0,N
E,F,65.0,1,N,N,5529.0,0.0,5331.0,N
D,F,84.0,2,N,N,4844.4,1701.0,2703.0,N
D,M,56.0,1,N,N,5690.8,853.62,4266.4,N
G,F,34.0,2,N,N,19830.4,2541.0,11854.4026,N
D,M,56.0,1,N,N,15788.4,2368.26,7837.8,N
D,M,49.0,1,N,N,11303.6,1695.54,6562.0,N
G,M,34.0,1,N,N,19146.0,2871.9,8819.6666,N
D,F,47.0,1,N,N,11526.1334,1728.92001,4202.6666,N
G,F,34.0,1,N,N,12923.6,0.0,12593.12,N
D,F,18.0,1,N,N,10297.5334,1544.63001,310.1001,N
G,M,51.0,1,N,N,12743.6,0.0,12545.6,N
G,F,24.0,1,N,N,11750.2666,0.0,11547.8334,N
D,F,48.0,2,N,N,3897.4666,827.0001,2651.0,N
D,F,17.0,1,N,N,13721.0666,2058.15999,3977.4666,N
C,M,57.0,1,N,N,2010.0,1881.0,0.0,N
C,M,65.0,3,N,N,2985.32674,2713.9334,0.0,N
F,F,46.0,1,N,N,14203.6,2130.54,6005.6,N
E,F,52.0,1,N,N,12943.6,0.0,12745.6,N
E,F,55.0,1,N,N,8862.5334,2210.4897,5749.92,N
C,M,95.0,1,N,N,5426.0,2585.0001,0.0,N
G,F,36.0,1,N,N,11492.1667,1723.825005,8782.1866,N
G,M,21.0,1,N,N,11392.2333,1708.834995,5237.4666,N
C,F,85.0,1,N,N,7522.6,1657.8,4513.56,N
C,F,86.0,1,N,N,1670.9001,1508.0001,0.0,N
D,M,59.0,1,N,Y,4923.3334,0.0,4644.3334,N
C,F,81.0,1,N,N,1231.8,1025.0001,0.0,N
D,F,23.0,1,N,N,11916.6,1787.49,6117.2,N
C,M,57.0,2,N,N,2908.6,2759.3334,0.0,N
G,F,58.0,1,N,N,18514.4,2777.16,7147.0306,N
H,F,46.0,1,N,N,19639.0,2945.85,8992.2,N
C,M,60.0,1,N,N,2882.4,2825.0001,0.0,N
F,M,55.0,1,N,N,11788.4666,827.0001,7073.07996,N
D,M,62.0,1,N,Y,5746.0,861.9,1308.0999,N
G,M,33.0,1,N,N,12244.6,1836.69,8410.0,N
G,M,57.0,2,N,N,16879.2666,1221.0,5793.7734,N
D,M,56.0,1,N,N,6028.4,2671.5999,0.0,N
G,F,23.0,1,N,N,14206.86674,0.0,12915.3334,N
C,M,92.0,1,N,Y,1797.9999,1647.0,0.0,N
F,F,36.0,1,N,N,8804.3334,0.0,8606.3334,N
F,M,58.0,2,N,N,12664.02566,1011.0,10501.7506,N
C,M,48.0,1,N,N,2886.3,1236.6,0.0,N
G,F,26.0,1,N,N,14972.8,2245.92,6273.4,N
C,M,22.0,1,Y,N,4796.84458,0.0,4360.7678,N
C,F,91.0,1,N,N,2940.0,0.0,2643.0,N
G,M,34.0,1,N,N,10449.6,0.0,9969.6,N
G,F,61.0,3,N,N,15159.61326,816.0,12965.4666,N
D,F,78.0,1,N,N,1553.7,1379.0001,0.0,N
G,M,37.0,1,N,N,18551.0,2782.65,7651.2,N
F,M,31.0,1,N,N,19796.2,2495.3334,11877.72,N
D,F,36.0,1,N,N,2400.0,0.0,2202.0,N
C,M,84.0,1,N,N,2256.3999,2151.9999,0.0,N
D,M,53.0,1,N,N,5790.9334,2295.0,0.0,N
E,F,62.0,1,N,N,7186.6666,0.0,6984.2334,N
D,M,55.0,1,N,N,6799.9334,0.0,6601.9334,N
G,M,20.0,1,N,N,17021.6666,2553.24999,8715.2082,N
E,F,33.0,0,N,N,6756.8666,2027.05998,4054.11996,Y
C,M,55.0,1,N,Y,1540.8,1364.0001,0.0,N
C,F,56.0,1,N,Y,11086.1334,1662.92001,2730.3,N
D,F,58.0,1,N,N,5311.5334,0.0,5113.5334,N
D,M,64.0,0,N,N,4200.0,1260.0,2520.0,Y
G,M,38.0,2,N,N,16641.2,2496.18,11036.8,N
F,M,44.0,2,N,N,9995.7334,0.0,9797.7334,N
G,F,20.0,1,N,N,19574.4666,2936.16999,13182.7924,N
D,F,44.0,1,N,N,3640.6,546.09,1053.0,N
G,M,42.0,1,N,N,18958.7667,5687.63001,11375.26002,Y
E,F,52.0,1,N,N,8860.3334,1329.05001,5275.3666,N
G,M,41.0,3,N,N,15566.0667,276.3,8622.12,N
E,F,61.0,1,N,N,9348.0,1402.2,5980.8,N
C,F,89.0,1,N,N,300.0,90.0,180.0,Y
D,M,39.0,0,N,N,7062.3334,2118.70002,4237.40004,Y
G,M,51.0,2,N,N,24373.9667,1800.9,8870.2,N
D,M,11.0,1,N,N,11938.0,1790.7,6002.0,N
C,F,65.0,1,N,N,1518.2001,1340.0001,0.0,N
C,M,63.0,1,N,N,1416.3,1227.9999,0.0,N
E,F,24.0,1,N,N,6366.6,0.0,6091.964,N
G,F,40.0,1,N,N,14950.9667,0.0,13247.2666,N
G,M,59.0,2,N,N,13713.4666,815.0001,8410.8,N
E,F,73.0,2,N,N,25970.3,975.0,3799.7334,N
D,M,20.0,1,N,N,3300.0,0.0,3102.0,N
D,M,15.0,1,N,N,14330.4,2149.56,3638.2,N
D,F,17.0,1,N,N,4863.0,729.45,2650.4,N
F,M,52.0,0,N,Y,14802.4666,4440.73998,8881.47996,N
G,M,56.0,1,N,Y,76741.0667,11511.16001,15445.2566,N
G,F,53.0,2,N,N,12592.63478,0.0,11447.8498,N
D,M,66.0,0,N,N,8658.2,2597.46,5194.92,Y
C,F,83.0,1,N,N,1486.2,1305.0,0.0,N
G,M,13.0,1,N,N,11537.26552,0.0,10488.4232,N
G,M,47.0,2,N,Y,15685.2333,2352.784995,11225.2,N
C,M,87.0,1,N,N,1465.5,1281.9999,0.0,N
D,F,65.0,1,N,N,9238.6,1385.79,4435.6,N
G,F,58.0,1,N,N,14040.0,2106.0,7242.0,N
C,M,60.0,1,N,N,2013.6,1884.9999,0.0,N
G,M,33.0,2,N,N,17588.0,2489.4999,7989.4,N
G,M,52.0,2,Y,N,11719.0666,1757.85999,2841.8,N
C,M,59.0,1,N,N,598.2,328.2,0.0,N
G,F,26.0,1,N,N,13328.8666,0.0,10843.384,N
C,M,24.0,1,N,N,2247.3,0.0,1950.3,N
D,M,81.0,1,N,Y,7354.5334,1103.18001,4916.3334,N
C,M,41.0,0,N,N,8089.6666,2426.89998,4853.79996,Y
C,F,45.0,1,N,N,2708.4666,0.0,2510.4666,N
D,F,43.0,1,N,N,6855.7334,2838.9,0.0,N
G,F,44.0,1,N,N,12843.6,0.0,12645.6,N
F,M,52.0,1,N,N,16538.2,2450.3001,9922.92,N
D,M,11.0,1,N,N,7066.38592,0.0,6423.9872,N
F,F,45.0,1,N,N,7981.8,0.0,7518.32,N
D,M,55.0,1,N,N,15361.42674,0.0,13964.9334,N
G,M,35.0,1,N,N,13697.8666,2054.67999,10656.5466,N
D,M,51.0,0,N,N,8095.6666,2428.69998,4857.39996,Y
G,F,59.0,1,N,N,11954.2666,1793.13999,5026.3384,N
G,M,18.0,1,N,N,12037.4,1805.61,7988.0666,N
G,M,46.0,2,N,N,16458.6333,1505.7,7989.8666,N
E,F,46.0,1,N,N,10974.9667,1646.245005,5215.0666,N
C,F,59.0,1,N,N,3079.99989,2799.9999,0.0,N
D,M,54.0,2,N,N,15590.9334,1221.0,7101.1334,N
C,M,78.0,1,N,N,2964.6,2931.0,0.0,N
G,F,23.0,1,N,Y,68885.4,10332.81,7029.5,N
C,F,80.0,1,N,N,2467.2999,2241.9,0.0,N
G,M,22.0,2,N,N,13995.3,0.0,11261.4333,N
E,F,67.0,2,N,N,17606.0,2571.1332,10563.6,N
G,F,41.0,1,N,N,10005.75796,330.0,8766.1436,N
G,F,47.0,1,N,N,10943.2,1641.48,8620.0894,N
E,M,41.0,3,N,N,12908.6666,4739.3334,0.0,N
E,F,22.0,1,N,Y,16118.2,2417.73,7621.808,N
E,F,24.0,1,N,N,13172.0,1975.8,9984.2334,N
D,M,16.0,1,N,N,4000.0,0.0,3802.0,N
G,M,33.0,1,N,N,20930.0,3139.5,10090.467,N
C,M,17.0,1,N,N,2698.0,0.0,2402.0,N
C,F,90.0,1,N,N,1634.7999,245.219985,1044.5001,N
C,M,77.0,1,N,N,1396.2,1206.0,0.0,N
G,M,47.0,2,N,Y,13163.2,0.0,12852.6667,N
E,F,66.0,1,N,Y,12281.8,0.0,12081.4,N
G,F,24.0,1,N,N,17685.2666,2652.78999,7542.455,N
E,F,22.0,1,N,N,16099.3334,2414.90001,7036.1334,N
G,M,21.0,1,N,N,13091.8,0.0,12890.8666,N
D,F,62.0,1,N,N,3049.0,0.0,2851.0,N
C,M,90.0,1,N,N,1396.2,1206.0,0.0,N
G,M,46.0,1,N,N,13667.3,2050.095,8363.0666,N
D,M,13.0,1,N,N,3741.3334,0.0,3534.5334,N
C,F,74.0,1,N,N,1872.6999,1730.0001,0.0,N
E,F,53.0,1,N,N,11707.2666,1756.08999,5981.4,N
C,M,78.0,1,N,N,2719.4,694.1001,1631.64,N
D,F,50.0,2,N,N,7410.2666,1111.53999,4178.0666,N
C,F,78.0,1,N,N,2855.4,0.0,2558.4,N
E,F,27.0,1,N,N,13172.6666,1975.89999,6003.574,N
D,F,83.0,2,N,N,4723.01478,1736.4,2557.2498,N
C,M,36.0,1,N,N,300.0,90.0,180.0,Y
E,F,58.0,2,N,N,14584.2666,445.2999,2142.8499,N
E,M,32.0,1,N,Y,10232.5334,328.8999,6139.52004,N
D,M,83.0,2,N,N,3838.4676,1250.0001,2239.5159,N
C,M,39.0,1,N,Y,2920.17,2654.7,0.0,N
C,M,75.0,2,N,N,3033.8666,2633.3334,0.0,N
D,F,17.0,1,N,N,6360.0,0.0,6029.52,N
C,F,60.0,1,N,N,2282.7999,1700.7,0.0,N
C,M,82.0,1,N,N,3920.0,588.0,2222.7,N
G,F,68.0,2,Y,Y,16894.4,2142.9999,1053.0,N
C,F,61.0,3,N,Y,7483.6,6340.0,0.0,N
F,M,48.0,7,Y,N,17480.68674,15891.5334,0.0,N
F,M,74.0,3,N,N,16310.2,2421.7998,10002.0,N
D,M,6.0,1,N,N,2550.9,382.635,2039.6098,N
E,M,36.0,1,N,N,11831.9334,1774.79001,7862.4,N
D,M,22.0,1,N,N,19882.35326,0.0,18074.8666,N
E,M,56.0,0,N,N,8200.0,2460.0,4920.0,Y
G,M,45.0,1,N,N,11826.2667,0.0,9910.2,N
C,F,44.0,1,N,N,2624.6001,2556.9999,0.0,N
G,M,37.0,1,N,N,17686.7334,2653.01001,9873.0,N
G,M,21.0,1,N,N,16045.1,2406.765,10569.9166,N
C,F,45.0,0,N,N,8200.0,2460.0,4920.0,Y
G,M,60.0,3,N,N,18963.6666,3673.8666,10917.9334,N
C,M,69.0,2,N,N,2000.0,300.0,303.0,N
F,F,53.0,1,N,N,15971.1334,2395.67001,6173.6,N
D,F,42.0,1,N,N,4030.4,604.56,2201.4,N
H,F,40.0,4,N,N,20253.9667,765.0,10558.7803,N
D,F,27.0,1,N,N,7195.7334,1079.36001,5725.2,N
C,M,53.0,2,N,Y,5122.84685,1217.0001,3440.1334,N
G,F,62.0,3,N,N,14427.9334,2836.1001,6365.6666,N
G,F,28.0,1,N,N,8107.2,0.0,7832.564,N
C,M,62.0,1,N,N,2217.2001,2101.2,0.0,N
F,M,65.0,1,N,N,10528.9333,1092.0,4810.0562,N
C,F,58.0,1,N,N,3157.77,2870.7,0.0,N
D,M,26.0,1,N,N,5849.2666,877.38999,4139.2666,N
C,M,33.0,1,N,N,300.0,90.0,180.0,Y
G,F,26.0,1,N,N,10543.5333,1581.529995,6905.0666,N
C,M,47.0,2,N,N,17143.1334,2223.2001,10285.88004,N
